Title,HE student enrolment FTE by HE provider and level of study,,,,
Location,UK,,,,
Time period,2016/17,,,,
Data source,HESA,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,
Code page,"Unicode UTF-8 ",,,,
Disclaimer,"Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count. ",,,,
Table total,2556970,,,,
Last updated,Feb-18,,,,
,,,,,
UKPRN,HE provider,Country of HE provider,Region of HE provider,Level of study,Student count
10007768,The University of Lancaster,England,All,First degree,9545
10007768,The University of Lancaster,England,All,Other undergraduate,5
10007768,The University of Lancaster,England,All,Total,12700
10003854,Leeds Arts University,England,Yorkshire and The Humber,Postgraduate research,0
10003854,Leeds Arts University,England,Yorkshire and The Humber,Postgraduate taught,20
10003854,Leeds Arts University,England,Yorkshire and The Humber,First degree,1335
10003854,Leeds Arts University,England,Yorkshire and The Humber,Other undergraduate,0
10003854,Leeds Arts University,England,Yorkshire and The Humber,Total,1360
10003854,Leeds Arts University,All,All,Postgraduate research,0
10003854,Leeds Arts University,All,All,Postgraduate taught,20
10003854,Leeds Arts University,All,All,First degree,1335
10003854,Leeds Arts University,All,All,Other undergraduate,0
10003854,Leeds Arts University,All,All,Total,1360
10003854,Leeds Arts University,England,All,Postgraduate research,0
10003854,Leeds Arts University,England,All,Postgraduate taught,20
10003854,Leeds Arts University,England,All,First degree,1335
10003854,Leeds Arts University,England,All,Other undergraduate,0
10003854,Leeds Arts University,England,All,Total,1360
10003861,Leeds Beckett University,England,Yorkshire and The Humber,Postgraduate research,330
10003861,Leeds Beckett University,England,Yorkshire and The Humber,Postgraduate taught,2345
10003861,Leeds Beckett University,England,Yorkshire and The Humber,First degree,16960
10003861,Leeds Beckett University,England,Yorkshire and The Humber,Other undergraduate,610
10003861,Leeds Beckett University,England,Yorkshire and The Humber,Total,20250
10003861,Leeds Beckett University,All,All,Postgraduate research,330
10003861,Leeds Beckett University,All,All,Postgraduate taught,2345
10003861,Leeds Beckett University,All,All,First degree,16960
10003861,Leeds Beckett University,All,All,Other undergraduate,610
10003861,Leeds Beckett University,All,All,Total,20250
10003861,Leeds Beckett University,England,All,Postgraduate research,330
10003861,Leeds Beckett University,England,All,Postgraduate taught,2345
10003861,Leeds Beckett University,England,All,First degree,16960
10003861,Leeds Beckett University,England,All,Other undergraduate,610
10003861,Leeds Beckett University,England,All,Total,20250
10007795,The University of Leeds,England,Yorkshire and The Humber,Postgraduate research,2455
10007795,The University of Leeds,England,Yorkshire and The Humber,Postgraduate taught,5055
10007795,The University of Leeds,England,Yorkshire and The Humber,First degree,23320
10007795,The University of Leeds,England,Yorkshire and The Humber,Other undergraduate,305
10007795,The University of Leeds,England,Yorkshire and The Humber,Total,31140
10007795,The University of Leeds,All,All,Postgraduate research,2455
10007795,The University of Leeds,All,All,Postgraduate taught,5055
10007795,The University of Leeds,All,All,First degree,23320
10007795,The University of Leeds,All,All,Other undergraduate,305
10007795,The University of Leeds,All,All,Total,31140
10007795,The University of Leeds,England,All,Postgraduate research,2455
10007795,The University of Leeds,England,All,Postgraduate taught,5055
10007795,The University of Leeds,England,All,First degree,23320
10007795,The University of Leeds,England,All,Other undergraduate,305
10007795,The University of Leeds,England,All,Total,31140
10003863,Leeds Trinity University,England,Yorkshire and The Humber,Postgraduate research,50
10003863,Leeds Trinity University,England,Yorkshire and The Humber,Postgraduate taught,365
10003863,Leeds Trinity University,England,Yorkshire and The Humber,First degree,2685
10003863,Leeds Trinity University,England,Yorkshire and The Humber,Other undergraduate,75
10003863,Leeds Trinity University,England,Yorkshire and The Humber,Total,3165
10003863,Leeds Trinity University,All,All,Postgraduate research,50
10003863,Leeds Trinity University,All,All,Postgraduate taught,365
10003863,Leeds Trinity University,All,All,First degree,2685
10003863,Leeds Trinity University,All,All,Other undergraduate,75
10003863,Leeds Trinity University,All,All,Total,3165
10003863,Leeds Trinity University,England,All,Postgraduate research,50
10003863,Leeds Trinity University,England,All,Postgraduate taught,365
10003863,Leeds Trinity University,England,All,First degree,2685
10003863,Leeds Trinity University,England,All,Other undergraduate,75
10003863,Leeds Trinity University,England,All,Total,3165
10007796,The University of Leicester,England,East Midlands,Postgraduate research,1115
10007796,The University of Leicester,England,East Midlands,Postgraduate taught,2095
10007796,The University of Leicester,England,East Midlands,First degree,11350
10007796,The University of Leicester,England,East Midlands,Other undergraduate,165
10007796,The University of Leicester,England,East Midlands,Total,14725
10007796,The University of Leicester,All,All,Postgraduate research,1115
10007796,The University of Leicester,All,All,Postgraduate taught,2095
10007796,The University of Leicester,All,All,First degree,11350
10007796,The University of Leicester,All,All,Other undergraduate,165
10007796,The University of Leicester,All,All,Total,14725
10007796,The University of Leicester,England,All,Postgraduate research,1115
10007796,The University of Leicester,England,All,Postgraduate taught,2095
10007796,The University of Leicester,England,All,First degree,11350
10007796,The University of Leicester,England,All,Other undergraduate,165
10007796,The University of Leicester,England,All,Total,14725
10007151,The University of Lincoln,England,East Midlands,Postgraduate research,320
10007151,The University of Lincoln,England,East Midlands,Postgraduate taught,895
10007151,The University of Lincoln,England,East Midlands,First degree,10410
10007151,The University of Lincoln,England,East Midlands,Other undergraduate,420
10007151,The University of Lincoln,England,East Midlands,Total,12050
10007151,The University of Lincoln,All,All,Postgraduate research,320
10007151,The University of Lincoln,All,All,Postgraduate taught,895
10007151,The University of Lincoln,All,All,First degree,10410
10007151,The University of Lincoln,All,All,Other undergraduate,420
10007151,The University of Lincoln,All,All,Total,12050
10007151,The University of Lincoln,England,All,Postgraduate research,320
10007151,The University of Lincoln,England,All,Postgraduate taught,895
10007151,The University of Lincoln,England,All,First degree,10410
10007151,The University of Lincoln,England,All,Other undergraduate,420
10007151,The University of Lincoln,England,All,Total,12050
10003956,Liverpool Hope University,England,North West,Postgraduate research,105
10003956,Liverpool Hope University,England,North West,Postgraduate taught,765
10003956,Liverpool Hope University,England,North West,First degree,3705
10003956,Liverpool Hope University,England,North West,Other undergraduate,0
10003956,Liverpool Hope University,England,North West,Total,4575
10003956,Liverpool Hope University,All,All,Postgraduate research,105
10003956,Liverpool Hope University,All,All,Postgraduate taught,765
10003956,Liverpool Hope University,All,All,First degree,3705
10003956,Liverpool Hope University,All,All,Other undergraduate,0
10003956,Liverpool Hope University,All,All,Total,4575
10003956,Liverpool Hope University,England,All,Postgraduate research,105
10003956,Liverpool Hope University,England,All,Postgraduate taught,765
10003956,Liverpool Hope University,England,All,First degree,3705
10003956,Liverpool Hope University,England,All,Other undergraduate,0
10003956,Liverpool Hope University,England,All,Total,4575
10003957,Liverpool John Moores University,England,North West,Postgraduate research,480
10003957,Liverpool John Moores University,England,North West,Postgraduate taught,2040
10003957,Liverpool John Moores University,England,North West,First degree,16620
10003957,Liverpool John Moores University,England,North West,Other undergraduate,430
10003957,Liverpool John Moores University,England,North West,Total,19570
10003957,Liverpool John Moores University,All,All,Postgraduate research,480
10003957,Liverpool John Moores University,All,All,Postgraduate taught,2040
10003957,Liverpool John Moores University,All,All,First degree,16620
10003957,Liverpool John Moores University,All,All,Other undergraduate,430
10003957,Liverpool John Moores University,All,All,Total,19570
10003957,Liverpool John Moores University,England,All,Postgraduate research,480
10003957,Liverpool John Moores University,England,All,Postgraduate taught,2040
10003957,Liverpool John Moores University,England,All,First degree,16620
10003957,Liverpool John Moores University,England,All,Other undergraduate,430
10003957,Liverpool John Moores University,England,All,Total,19570
10003945,The Liverpool Institute for Performing Arts,England,North West,Postgraduate research,0
10003945,The Liverpool Institute for Performing Arts,England,North West,Postgraduate taught,0
10003945,The Liverpool Institute for Performing Arts,England,North West,First degree,735
10003945,The Liverpool Institute for Performing Arts,England,North West,Other undergraduate,0
10003945,The Liverpool Institute for Performing Arts,England,North West,Total,735
10003945,The Liverpool Institute for Performing Arts,All,All,Postgraduate research,0
10003945,The Liverpool Institute for Performing Arts,All,All,Postgraduate taught,0
10003945,The Liverpool Institute for Performing Arts,All,All,First degree,735
10003945,The Liverpool Institute for Performing Arts,All,All,Other undergraduate,0
10003945,The Liverpool Institute for Performing Arts,All,All,Total,735
10003945,The Liverpool Institute for Performing Arts,England,All,Postgraduate research,0
10003945,The Liverpool Institute for Performing Arts,England,All,Postgraduate taught,0
10003945,The Liverpool Institute for Performing Arts,England,All,First degree,735
10003945,The Liverpool Institute for Performing Arts,England,All,Other undergraduate,0
10003945,The Liverpool Institute for Performing Arts,England,All,Total,735
10006842,The University of Liverpool,England,North West,Postgraduate research,1895
10006842,The University of Liverpool,England,North West,Postgraduate taught,2130
10006842,The University of Liverpool,England,North West,First degree,19525
10006842,The University of Liverpool,England,North West,Other undergraduate,240
10006842,The University of Liverpool,England,North West,Total,23785
10006842,The University of Liverpool,All,All,Postgraduate research,1895
10006842,The University of Liverpool,All,All,Postgraduate taught,2130
10006842,The University of Liverpool,All,All,First degree,19525
10006842,The University of Liverpool,All,All,Other undergraduate,240
10006842,The University of Liverpool,All,All,Total,23785
10006842,The University of Liverpool,England,All,Postgraduate research,1895
10006842,The University of Liverpool,England,All,Postgraduate taught,2130
10006842,The University of Liverpool,England,All,First degree,19525
10006842,The University of Liverpool,England,All,Other undergraduate,240
10006842,The University of Liverpool,England,All,Total,23785
10003958,Liverpool School of Tropical Medicine,England,North West,Postgraduate research,50
10003958,Liverpool School of Tropical Medicine,England,North West,Postgraduate taught,180
10003958,Liverpool School of Tropical Medicine,England,North West,First degree,0
10003958,Liverpool School of Tropical Medicine,England,North West,Other undergraduate,0
10003958,Liverpool School of Tropical Medicine,England,North West,Total,230
10003958,Liverpool School of Tropical Medicine,All,All,Postgraduate research,50
10003958,Liverpool School of Tropical Medicine,All,All,Postgraduate taught,180
10003958,Liverpool School of Tropical Medicine,All,All,First degree,0
10003958,Liverpool School of Tropical Medicine,All,All,Other undergraduate,0
10003958,Liverpool School of Tropical Medicine,All,All,Total,230
10003958,Liverpool School of Tropical Medicine,England,All,Postgraduate research,50
10003958,Liverpool School of Tropical Medicine,England,All,Postgraduate taught,180
10003958,Liverpool School of Tropical Medicine,England,All,First degree,0
10003958,Liverpool School of Tropical Medicine,England,All,Other undergraduate,0
10003958,Liverpool School of Tropical Medicine,England,All,Total,230
10007820,Grŵp Llandrillo Menai,All,All,Postgraduate research,0
10007820,Grŵp Llandrillo Menai,All,All,Postgraduate taught,5
10007820,Grŵp Llandrillo Menai,All,All,First degree,190
10007820,Grŵp Llandrillo Menai,All,All,Other undergraduate,590
10007820,Grŵp Llandrillo Menai,All,All,Total,785
10007820,Grŵp Llandrillo Menai,Wales,All,Postgraduate research,0
10007820,Grŵp Llandrillo Menai,Wales,All,Postgraduate taught,5
10007820,Grŵp Llandrillo Menai,Wales,All,First degree,190
10007820,Grŵp Llandrillo Menai,Wales,All,Other undergraduate,590
10007820,Grŵp Llandrillo Menai,Wales,All,Total,785
10007162,"University of the Arts, London",England,London,Postgraduate research,155
10007162,"University of the Arts, London",England,London,Postgraduate taught,2395
10007162,"University of the Arts, London",England,London,First degree,13720
10007162,"University of the Arts, London",England,London,Other undergraduate,625
10007162,"University of the Arts, London",England,London,Total,16895
10007162,"University of the Arts, London",All,All,Postgraduate research,155
10007162,"University of the Arts, London",All,All,Postgraduate taught,2395
10007162,"University of the Arts, London",All,All,First degree,13720
10007162,"University of the Arts, London",All,All,Other undergraduate,625
10007162,"University of the Arts, London",All,All,Total,16895
10007162,"University of the Arts, London",England,All,Postgraduate research,155
10007162,"University of the Arts, London",England,All,Postgraduate taught,2395
10007162,"University of the Arts, London",England,All,First degree,13720
10007162,"University of the Arts, London",England,All,Other undergraduate,625
10007162,"University of the Arts, London",England,All,Total,16895
10007769,London Business School,England,London,Postgraduate research,70
10007769,London Business School,England,London,Postgraduate taught,1530
10007769,London Business School,England,London,First degree,0
10007769,London Business School,England,London,Other undergraduate,0
10007769,London Business School,England,London,Total,1600
10007769,London Business School,All,All,Postgraduate research,70
10007769,London Business School,All,All,Postgraduate taught,1530
10007769,London Business School,All,All,First degree,0
10007769,London Business School,All,All,Other undergraduate,0
10007769,London Business School,All,All,Total,1600
10007769,London Business School,England,All,Postgraduate research,70
10007769,London Business School,England,All,Postgraduate taught,1530
10007769,London Business School,England,All,First degree,0
10007769,London Business School,England,All,Other undergraduate,0
10007769,London Business School,England,All,Total,1600
10007797,University of London (Institutes and activities),England,London,Postgraduate research,100
10007797,University of London (Institutes and activities),England,London,Postgraduate taught,65
10007797,University of London (Institutes and activities),England,London,First degree,0
10007797,University of London (Institutes and activities),England,London,Other undergraduate,0
10007797,University of London (Institutes and activities),England,London,Total,165
10007797,University of London (Institutes and activities),All,All,Postgraduate research,100
10007797,University of London (Institutes and activities),All,All,Postgraduate taught,65
10007797,University of London (Institutes and activities),All,All,First degree,0
10007797,University of London (Institutes and activities),All,All,Other undergraduate,0
10007797,University of London (Institutes and activities),All,All,Total,165
10007797,University of London (Institutes and activities),England,All,Postgraduate research,100
10007797,University of London (Institutes and activities),England,All,Postgraduate taught,65
10007797,University of London (Institutes and activities),England,All,First degree,0
10007797,University of London (Institutes and activities),England,All,Other undergraduate,0
10007797,University of London (Institutes and activities),England,All,Total,165
10004048,London Metropolitan University,England,London,Postgraduate research,110
10004048,London Metropolitan University,England,London,Postgraduate taught,1235
10004048,London Metropolitan University,England,London,First degree,7565
10004048,London Metropolitan University,England,London,Other undergraduate,315
10004048,London Metropolitan University,England,London,Total,9225
10004048,London Metropolitan University,All,All,Postgraduate research,110
10004048,London Metropolitan University,All,All,Postgraduate taught,1235
10004048,London Metropolitan University,All,All,First degree,7565
10004048,London Metropolitan University,All,All,Other undergraduate,315
10004048,London Metropolitan University,All,All,Total,9225
10004048,London Metropolitan University,England,All,Postgraduate research,110
10004048,London Metropolitan University,England,All,Postgraduate taught,1235
10004048,London Metropolitan University,England,All,First degree,7565
10004048,London Metropolitan University,England,All,Other undergraduate,315
10004048,London Metropolitan University,England,All,Total,9225
10004078,London South Bank University,England,London,Postgraduate research,190
10004078,London South Bank University,England,London,Postgraduate taught,2100
10004078,London South Bank University,England,London,First degree,8765
10004078,London South Bank University,England,London,Other undergraduate,1085
10004078,London South Bank University,England,London,Total,12140
10004078,London South Bank University,All,All,Postgraduate research,190
10004078,London South Bank University,All,All,Postgraduate taught,2100
10004078,London South Bank University,All,All,First degree,8765
10004078,London South Bank University,All,All,Other undergraduate,1085
10004078,London South Bank University,All,All,Total,12140
10004078,London South Bank University,England,All,Postgraduate research,190
10004078,London South Bank University,England,All,Postgraduate taught,2100
10004078,London South Bank University,England,All,First degree,8765
10004078,London South Bank University,England,All,Other undergraduate,1085
10004078,London South Bank University,England,All,Total,12140
10004063,London School of Economics and Political Science,England,London,Postgraduate research,490
10004063,London School of Economics and Political Science,England,London,Postgraduate taught,5150
10004063,London School of Economics and Political Science,England,London,First degree,4715
10004063,London School of Economics and Political Science,England,London,Other undergraduate,0
10004063,London School of Economics and Political Science,England,London,Total,10355
10004063,London School of Economics and Political Science,All,All,Postgraduate research,490
10004063,London School of Economics and Political Science,All,All,Postgraduate taught,5150
10004063,London School of Economics and Political Science,All,All,First degree,4715
10004063,London School of Economics and Political Science,All,All,Other undergraduate,0
10004063,London School of Economics and Political Science,All,All,Total,10355
10004063,London School of Economics and Political Science,England,All,Postgraduate research,490
10004063,London School of Economics and Political Science,England,All,Postgraduate taught,5150
10004063,London School of Economics and Political Science,England,All,First degree,4715
10004063,London School of Economics and Political Science,England,All,Other undergraduate,0
10004063,London School of Economics and Political Science,England,All,Total,10355
10007771,London School of Hygiene and Tropical Medicine,England,London,Postgraduate research,270
10007771,London School of Hygiene and Tropical Medicine,England,London,Postgraduate taught,660
10007771,London School of Hygiene and Tropical Medicine,England,London,First degree,0
10007771,London School of Hygiene and Tropical Medicine,England,London,Other undergraduate,0
10007771,London School of Hygiene and Tropical Medicine,England,London,Total,930
10007771,London School of Hygiene and Tropical Medicine,All,All,Postgraduate research,270
10007771,London School of Hygiene and Tropical Medicine,All,All,Postgraduate taught,660
10007771,London School of Hygiene and Tropical Medicine,All,All,First degree,0
10007771,London School of Hygiene and Tropical Medicine,All,All,Other undergraduate,0
10007771,London School of Hygiene and Tropical Medicine,All,All,Total,930
10007771,London School of Hygiene and Tropical Medicine,England,All,Postgraduate research,270
10007771,London School of Hygiene and Tropical Medicine,England,All,Postgraduate taught,660
10007771,London School of Hygiene and Tropical Medicine,England,All,First degree,0
10007771,London School of Hygiene and Tropical Medicine,England,All,Other undergraduate,0
10007771,London School of Hygiene and Tropical Medicine,England,All,Total,930
10004113,Loughborough University,England,East Midlands,Postgraduate research,1010
10004113,Loughborough University,England,East Midlands,Postgraduate taught,2140
10004113,Loughborough University,England,East Midlands,First degree,12625
10004113,Loughborough University,England,East Midlands,Other undergraduate,0
10004113,Loughborough University,England,East Midlands,Total,15770
10004113,Loughborough University,All,All,Postgraduate research,1010
10004113,Loughborough University,All,All,Postgraduate taught,2140
10004113,Loughborough University,All,All,First degree,12625
10004113,Loughborough University,All,All,Other undergraduate,0
10004113,Loughborough University,All,All,Total,15770
10004113,Loughborough University,England,All,Postgraduate research,1010
10004113,Loughborough University,England,All,Postgraduate taught,2140
10004113,Loughborough University,England,All,First degree,12625
10004113,Loughborough University,England,All,Other undergraduate,0
10004113,Loughborough University,England,All,Total,15770
10004180,The Manchester Metropolitan University,England,North West,Postgraduate research,510
10004180,The Manchester Metropolitan University,England,North West,Postgraduate taught,3265
10004180,The Manchester Metropolitan University,England,North West,First degree,24535
10004180,The Manchester Metropolitan University,England,North West,Other undergraduate,300
10004180,The Manchester Metropolitan University,England,North West,Total,28605
10004180,The Manchester Metropolitan University,All,All,Postgraduate research,510
10004180,The Manchester Metropolitan University,All,All,Postgraduate taught,3265
10004180,The Manchester Metropolitan University,All,All,First degree,24535
10004180,The Manchester Metropolitan University,All,All,Other undergraduate,300
10004180,The Manchester Metropolitan University,All,All,Total,28605
10004180,The Manchester Metropolitan University,England,All,Postgraduate research,510
10004180,The Manchester Metropolitan University,England,All,Postgraduate taught,3265
10004180,The Manchester Metropolitan University,England,All,First degree,24535
10004180,The Manchester Metropolitan University,England,All,Other undergraduate,300
10004180,The Manchester Metropolitan University,England,All,Total,28605
10007798,The University of Manchester,England,North West,Postgraduate research,3550
10007798,The University of Manchester,England,North West,Postgraduate taught,6805
10007798,The University of Manchester,England,North West,First degree,27175
10007798,The University of Manchester,England,North West,Other undergraduate,50
10007798,The University of Manchester,England,North West,Total,37575
10007798,The University of Manchester,All,All,Postgraduate research,3550
10007798,The University of Manchester,All,All,Postgraduate taught,6805
10007798,The University of Manchester,All,All,First degree,27175
10007798,The University of Manchester,All,All,Other undergraduate,50
10007798,The University of Manchester,All,All,Total,37575
10007798,The University of Manchester,England,All,Postgraduate research,3550
10007798,The University of Manchester,England,All,Postgraduate taught,6805
10007798,The University of Manchester,England,All,First degree,27175
10007798,The University of Manchester,England,All,Other undergraduate,50
10007798,The University of Manchester,England,All,Total,37575
10004351,Middlesex University,England,London,Postgraduate research,760
10004351,Middlesex University,England,London,Postgraduate taught,1830
10004351,Middlesex University,England,London,First degree,12910
10004351,Middlesex University,England,London,Other undergraduate,430
10004351,Middlesex University,England,London,Total,15925
10004351,Middlesex University,All,All,Postgraduate research,760
10004351,Middlesex University,All,All,Postgraduate taught,1830
10004351,Middlesex University,All,All,First degree,12910
10004351,Middlesex University,All,All,Other undergraduate,430
10004351,Middlesex University,All,All,Total,15925
10004351,Middlesex University,England,All,Postgraduate research,760
10004351,Middlesex University,England,All,Postgraduate taught,1830
10004351,Middlesex University,England,All,First degree,12910
10004351,Middlesex University,England,All,Other undergraduate,430
10004351,Middlesex University,England,All,Total,15925
10007799,Newcastle University,England,North East,Postgraduate research,1975
10007799,Newcastle University,England,North East,Postgraduate taught,3430
10007799,Newcastle University,England,North East,First degree,17535
10007799,Newcastle University,England,North East,Other undergraduate,790
10007799,Newcastle University,England,North East,Total,23735
10007799,Newcastle University,All,All,Postgraduate research,1975
10007799,Newcastle University,All,All,Postgraduate taught,3430
10007799,Newcastle University,All,All,First degree,17535
10007799,Newcastle University,All,All,Other undergraduate,790
10007799,Newcastle University,All,All,Total,23735
10007799,Newcastle University,England,All,Postgraduate research,1975
10007799,Newcastle University,England,All,Postgraduate taught,3430
10007799,Newcastle University,England,All,First degree,17535
10007799,Newcastle University,England,All,Other undergraduate,790
10007799,Newcastle University,England,All,Total,23735
10007832,Newman University,England,West Midlands,Postgraduate research,0
10007832,Newman University,England,West Midlands,Postgraduate taught,360
10007832,Newman University,England,West Midlands,First degree,1765
10007832,Newman University,England,West Midlands,Other undergraduate,215
10007832,Newman University,England,West Midlands,Total,2340
10007832,Newman University,All,All,Postgraduate research,0
10007832,Newman University,All,All,Postgraduate taught,360
10007832,Newman University,All,All,First degree,1765
10007832,Newman University,All,All,Other undergraduate,215
10007832,Newman University,All,All,Total,2340
10007832,Newman University,England,All,Postgraduate research,0
10007832,Newman University,England,All,Postgraduate taught,360
10007832,Newman University,England,All,First degree,1765
10007832,Newman University,England,All,Other undergraduate,215
10007832,Newman University,England,All,Total,2340
10007138,The University of Northampton,England,East Midlands,Postgraduate research,150
