Title,"HE qualifiers by HE provider, level of qualification obtained and classification of first degree",,,,,
Location,UK,,,,,
Time period,2016/17,,,,,
Data source,HESA,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-16,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-16.csv,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,
Code page,Unicode UTF-8 ,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count. ,,,,,
Table total,757300,,,,,
Last updated,Feb-18,,,,,
,,,,,,
UKPRN,HE provider,Country of HE provider,Region of HE provider,Qualification/Classification marker,Level of qualification/Degree classification,Student count
10006299,Staffordshire University,England,All,First degree classification,First class honours,785
10006299,Staffordshire University,England,All,First degree classification,Upper second class honours,1105
10006299,Staffordshire University,England,All,First degree classification,Lower second class honours,615
10006299,Staffordshire University,England,All,First degree classification,Third class honours/Pass,255
10006299,Staffordshire University,England,All,First degree classification,Unclassified,0
10006299,Staffordshire University,England,All,First degree classification,Classification not applicable,2220
10006299,Staffordshire University,England,All,Level of qualification,Total undergraduate,4150
10006299,Staffordshire University,England,All,Level of qualification,Total postgraduate,835
10007804,The University of Stirling,All,All,Level of qualification,Other postgraduate research,10
10007804,The University of Stirling,All,All,Level of qualification,Postgraduate certificate in education,0
10007804,The University of Stirling,All,All,Level of qualification,Other postgraduate taught,360
10007804,The University of Stirling,All,All,Level of qualification,First degree,1960
10007804,The University of Stirling,All,All,Level of qualification,Foundation degree,0
10007804,The University of Stirling,All,All,Level of qualification,HNC/HND,0
10007804,The University of Stirling,All,All,Level of qualification,Masters taught,865
10007804,The University of Stirling,All,All,Level of qualification,Doctorate research,110
10007804,The University of Stirling,All,All,Level of qualification,Professional graduate certificate in education,0
10007804,The University of Stirling,All,All,Level of qualification,Other undergraduate,250
10007804,The University of Stirling,All,All,Level of qualification,Total,3555
10007804,The University of Stirling,All,All,First degree classification,First class honours,375
10007804,The University of Stirling,All,All,First degree classification,Upper second class honours,830
10007804,The University of Stirling,All,All,First degree classification,Lower second class honours,290
10007804,The University of Stirling,All,All,First degree classification,Third class honours/Pass,20
10007804,The University of Stirling,All,All,First degree classification,Unclassified,445
10007804,The University of Stirling,All,All,First degree classification,Classification not applicable,1595
10007804,The University of Stirling,All,All,Level of qualification,Total undergraduate,2210
10007804,The University of Stirling,All,All,Level of qualification,Total postgraduate,1345
10007804,The University of Stirling,Scotland,All,Level of qualification,Other postgraduate research,10
10007804,The University of Stirling,Scotland,All,Level of qualification,Postgraduate certificate in education,0
10007804,The University of Stirling,Scotland,All,Level of qualification,Other postgraduate taught,360
10007804,The University of Stirling,Scotland,All,Level of qualification,First degree,1960
10007804,The University of Stirling,Scotland,All,Level of qualification,Foundation degree,0
10007804,The University of Stirling,Scotland,All,Level of qualification,HNC/HND,0
10007804,The University of Stirling,Scotland,All,Level of qualification,Masters taught,865
10007804,The University of Stirling,Scotland,All,Level of qualification,Doctorate research,110
10007804,The University of Stirling,Scotland,All,Level of qualification,Professional graduate certificate in education,0
10007804,The University of Stirling,Scotland,All,Level of qualification,Other undergraduate,250
10007804,The University of Stirling,Scotland,All,Level of qualification,Total,3555
10007804,The University of Stirling,Scotland,All,First degree classification,First class honours,375
10007804,The University of Stirling,Scotland,All,First degree classification,Upper second class honours,830
10007804,The University of Stirling,Scotland,All,First degree classification,Lower second class honours,290
10007804,The University of Stirling,Scotland,All,First degree classification,Third class honours/Pass,20
10007804,The University of Stirling,Scotland,All,First degree classification,Unclassified,445
10007804,The University of Stirling,Scotland,All,First degree classification,Classification not applicable,1595
10007804,The University of Stirling,Scotland,All,Level of qualification,Total undergraduate,2210
10007804,The University of Stirling,Scotland,All,Level of qualification,Total postgraduate,1345
10037449,University of St Mark and St John,England,South West,Level of qualification,Other postgraduate research,0
10037449,University of St Mark and St John,England,South West,Level of qualification,Postgraduate certificate in education,80
10037449,University of St Mark and St John,England,South West,Level of qualification,Other postgraduate taught,155
10037449,University of St Mark and St John,England,South West,Level of qualification,First degree,585
10037449,University of St Mark and St John,England,South West,Level of qualification,Foundation degree,45
10037449,University of St Mark and St John,England,South West,Level of qualification,HNC/HND,0
10037449,University of St Mark and St John,England,South West,Level of qualification,Masters taught,85
10037449,University of St Mark and St John,England,South West,Level of qualification,Doctorate research,0
10037449,University of St Mark and St John,England,South West,Level of qualification,Professional graduate certificate in education,0
10037449,University of St Mark and St John,England,South West,Level of qualification,Other undergraduate,30
10037449,University of St Mark and St John,England,South West,Level of qualification,Total,980
10037449,University of St Mark and St John,England,South West,First degree classification,First class honours,100
10037449,University of St Mark and St John,England,South West,First degree classification,Upper second class honours,280
10037449,University of St Mark and St John,England,South West,First degree classification,Lower second class honours,180
10037449,University of St Mark and St John,England,South West,First degree classification,Third class honours/Pass,25
10037449,University of St Mark and St John,England,South West,First degree classification,Unclassified,0
10037449,University of St Mark and St John,England,South West,First degree classification,Classification not applicable,400
10037449,University of St Mark and St John,England,South West,Level of qualification,Total undergraduate,660
10037449,University of St Mark and St John,England,South West,Level of qualification,Total postgraduate,325
10037449,University of St Mark and St John,All,All,Level of qualification,Other postgraduate research,0
10037449,University of St Mark and St John,All,All,Level of qualification,Postgraduate certificate in education,80
10037449,University of St Mark and St John,All,All,Level of qualification,Other postgraduate taught,155
10037449,University of St Mark and St John,All,All,Level of qualification,First degree,585
10037449,University of St Mark and St John,All,All,Level of qualification,Foundation degree,45
10037449,University of St Mark and St John,All,All,Level of qualification,HNC/HND,0
10037449,University of St Mark and St John,All,All,Level of qualification,Masters taught,85
10037449,University of St Mark and St John,All,All,Level of qualification,Doctorate research,0
10037449,University of St Mark and St John,All,All,Level of qualification,Professional graduate certificate in education,0
10037449,University of St Mark and St John,All,All,Level of qualification,Other undergraduate,30
10037449,University of St Mark and St John,All,All,Level of qualification,Total,980
10037449,University of St Mark and St John,All,All,First degree classification,First class honours,100
10037449,University of St Mark and St John,All,All,First degree classification,Upper second class honours,280
10037449,University of St Mark and St John,All,All,First degree classification,Lower second class honours,180
10037449,University of St Mark and St John,All,All,First degree classification,Third class honours/Pass,25
10037449,University of St Mark and St John,All,All,First degree classification,Unclassified,0
10037449,University of St Mark and St John,All,All,First degree classification,Classification not applicable,400
10037449,University of St Mark and St John,All,All,Level of qualification,Total undergraduate,660
10037449,University of St Mark and St John,All,All,Level of qualification,Total postgraduate,325
10037449,University of St Mark and St John,England,All,Level of qualification,Other postgraduate research,0
10037449,University of St Mark and St John,England,All,Level of qualification,Postgraduate certificate in education,80
10037449,University of St Mark and St John,England,All,Level of qualification,Other postgraduate taught,155
10037449,University of St Mark and St John,England,All,Level of qualification,First degree,585
10037449,University of St Mark and St John,England,All,Level of qualification,Foundation degree,45
10037449,University of St Mark and St John,England,All,Level of qualification,HNC/HND,0
10037449,University of St Mark and St John,England,All,Level of qualification,Masters taught,85
10037449,University of St Mark and St John,England,All,Level of qualification,Doctorate research,0
10037449,University of St Mark and St John,England,All,Level of qualification,Professional graduate certificate in education,0
10037449,University of St Mark and St John,England,All,Level of qualification,Other undergraduate,30
10037449,University of St Mark and St John,England,All,Level of qualification,Total,980
10037449,University of St Mark and St John,England,All,First degree classification,First class honours,100
10037449,University of St Mark and St John,England,All,First degree classification,Upper second class honours,280
10037449,University of St Mark and St John,England,All,First degree classification,Lower second class honours,180
10037449,University of St Mark and St John,England,All,First degree classification,Third class honours/Pass,25
10037449,University of St Mark and St John,England,All,First degree classification,Unclassified,0
10037449,University of St Mark and St John,England,All,First degree classification,Classification not applicable,400
10037449,University of St Mark and St John,England,All,Level of qualification,Total undergraduate,660
10037449,University of St Mark and St John,England,All,Level of qualification,Total postgraduate,325
10008010,Stranmillis University College,All,All,Level of qualification,Other postgraduate research,0
10008010,Stranmillis University College,All,All,Level of qualification,Postgraduate certificate in education,15
10008010,Stranmillis University College,All,All,Level of qualification,Other postgraduate taught,45
10008010,Stranmillis University College,All,All,Level of qualification,First degree,285
10008010,Stranmillis University College,All,All,Level of qualification,Foundation degree,80
10008010,Stranmillis University College,All,All,Level of qualification,HNC/HND,0
10008010,Stranmillis University College,All,All,Level of qualification,Masters taught,5
10008010,Stranmillis University College,All,All,Level of qualification,Doctorate research,0
10008010,Stranmillis University College,All,All,Level of qualification,Professional graduate certificate in education,0
10008010,Stranmillis University College,All,All,Level of qualification,Other undergraduate,0
10008010,Stranmillis University College,All,All,Level of qualification,Total,430
10008010,Stranmillis University College,All,All,First degree classification,First class honours,65
10008010,Stranmillis University College,All,All,First degree classification,Upper second class honours,165
10008010,Stranmillis University College,All,All,First degree classification,Lower second class honours,50
10008010,Stranmillis University College,All,All,First degree classification,Third class honours/Pass,5
10008010,Stranmillis University College,All,All,First degree classification,Unclassified,0
10008010,Stranmillis University College,All,All,First degree classification,Classification not applicable,145
10008010,Stranmillis University College,All,All,Level of qualification,Total undergraduate,360
10008010,Stranmillis University College,All,All,Level of qualification,Total postgraduate,65
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Other postgraduate research,0
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Postgraduate certificate in education,15
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Other postgraduate taught,45
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,First degree,285
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Foundation degree,80
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,HNC/HND,0
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Masters taught,5
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Doctorate research,0
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Professional graduate certificate in education,0
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Other undergraduate,0
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Total,430
10008010,Stranmillis University College,Northern Ireland,All,First degree classification,First class honours,65
10008010,Stranmillis University College,Northern Ireland,All,First degree classification,Upper second class honours,165
10008010,Stranmillis University College,Northern Ireland,All,First degree classification,Lower second class honours,50
10008010,Stranmillis University College,Northern Ireland,All,First degree classification,Third class honours/Pass,5
10008010,Stranmillis University College,Northern Ireland,All,First degree classification,Unclassified,0
10008010,Stranmillis University College,Northern Ireland,All,First degree classification,Classification not applicable,145
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Total undergraduate,360
10008010,Stranmillis University College,Northern Ireland,All,Level of qualification,Total postgraduate,65
10007805,The University of Strathclyde,All,All,Level of qualification,Other postgraduate research,40
10007805,The University of Strathclyde,All,All,Level of qualification,Postgraduate certificate in education,750
10007805,The University of Strathclyde,All,All,Level of qualification,Other postgraduate taught,775
10007805,The University of Strathclyde,All,All,Level of qualification,First degree,2985
10007805,The University of Strathclyde,All,All,Level of qualification,Foundation degree,0
10007805,The University of Strathclyde,All,All,Level of qualification,HNC/HND,0
10007805,The University of Strathclyde,All,All,Level of qualification,Masters taught,1845
10007805,The University of Strathclyde,All,All,Level of qualification,Doctorate research,315
10007805,The University of Strathclyde,All,All,Level of qualification,Professional graduate certificate in education,0
10007805,The University of Strathclyde,All,All,Level of qualification,Other undergraduate,530
10007805,The University of Strathclyde,All,All,Level of qualification,Total,7240
10007805,The University of Strathclyde,All,All,First degree classification,First class honours,755
10007805,The University of Strathclyde,All,All,First degree classification,Upper second class honours,1415
10007805,The University of Strathclyde,All,All,First degree classification,Lower second class honours,410
10007805,The University of Strathclyde,All,All,First degree classification,Third class honours/Pass,65
10007805,The University of Strathclyde,All,All,First degree classification,Unclassified,340
10007805,The University of Strathclyde,All,All,First degree classification,Classification not applicable,4250
10007805,The University of Strathclyde,All,All,Level of qualification,Total undergraduate,3515
10007805,The University of Strathclyde,All,All,Level of qualification,Total postgraduate,3725
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Other postgraduate research,40
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Postgraduate certificate in education,750
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Other postgraduate taught,775
10007805,The University of Strathclyde,Scotland,All,Level of qualification,First degree,2985
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Foundation degree,0
10007805,The University of Strathclyde,Scotland,All,Level of qualification,HNC/HND,0
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Masters taught,1845
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Doctorate research,315
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Professional graduate certificate in education,0
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Other undergraduate,530
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Total,7240
10007805,The University of Strathclyde,Scotland,All,First degree classification,First class honours,755
10007805,The University of Strathclyde,Scotland,All,First degree classification,Upper second class honours,1415
10007805,The University of Strathclyde,Scotland,All,First degree classification,Lower second class honours,410
10007805,The University of Strathclyde,Scotland,All,First degree classification,Third class honours/Pass,65
10007805,The University of Strathclyde,Scotland,All,First degree classification,Unclassified,340
10007805,The University of Strathclyde,Scotland,All,First degree classification,Classification not applicable,4250
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Total undergraduate,3515
10007805,The University of Strathclyde,Scotland,All,Level of qualification,Total postgraduate,3725
10014001,University of Suffolk,England,East of England,Level of qualification,Other postgraduate research,0
10014001,University of Suffolk,England,East of England,Level of qualification,Postgraduate certificate in education,0
10014001,University of Suffolk,England,East of England,Level of qualification,Other postgraduate taught,60
10014001,University of Suffolk,England,East of England,Level of qualification,First degree,860
10014001,University of Suffolk,England,East of England,Level of qualification,Foundation degree,280
10014001,University of Suffolk,England,East of England,Level of qualification,HNC/HND,85
10014001,University of Suffolk,England,East of England,Level of qualification,Masters taught,80
10014001,University of Suffolk,England,East of England,Level of qualification,Doctorate research,0
10014001,University of Suffolk,England,East of England,Level of qualification,Professional graduate certificate in education,35
10014001,University of Suffolk,England,East of England,Level of qualification,Other undergraduate,175
10014001,University of Suffolk,England,East of England,Level of qualification,Total,1570
10014001,University of Suffolk,England,East of England,First degree classification,First class honours,165
10014001,University of Suffolk,England,East of England,First degree classification,Upper second class honours,405
10014001,University of Suffolk,England,East of England,First degree classification,Lower second class honours,255
10014001,University of Suffolk,England,East of England,First degree classification,Third class honours/Pass,35
10014001,University of Suffolk,England,East of England,First degree classification,Unclassified,0
10014001,University of Suffolk,England,East of England,First degree classification,Classification not applicable,715
10014001,University of Suffolk,England,East of England,Level of qualification,Total undergraduate,1430
10014001,University of Suffolk,England,East of England,Level of qualification,Total postgraduate,140
10014001,University of Suffolk,All,All,Level of qualification,Other postgraduate research,0
10014001,University of Suffolk,All,All,Level of qualification,Postgraduate certificate in education,0
10014001,University of Suffolk,All,All,Level of qualification,Other postgraduate taught,60
10014001,University of Suffolk,All,All,Level of qualification,First degree,860
10014001,University of Suffolk,All,All,Level of qualification,Foundation degree,280
10014001,University of Suffolk,All,All,Level of qualification,HNC/HND,85
10014001,University of Suffolk,All,All,Level of qualification,Masters taught,80
10014001,University of Suffolk,All,All,Level of qualification,Doctorate research,0
10014001,University of Suffolk,All,All,Level of qualification,Professional graduate certificate in education,35
10014001,University of Suffolk,All,All,Level of qualification,Other undergraduate,175
10014001,University of Suffolk,All,All,Level of qualification,Total,1570
10014001,University of Suffolk,All,All,First degree classification,First class honours,165
10014001,University of Suffolk,All,All,First degree classification,Upper second class honours,405
10014001,University of Suffolk,All,All,First degree classification,Lower second class honours,255
10014001,University of Suffolk,All,All,First degree classification,Third class honours/Pass,35
10014001,University of Suffolk,All,All,First degree classification,Unclassified,0
10014001,University of Suffolk,All,All,First degree classification,Classification not applicable,715
10014001,University of Suffolk,All,All,Level of qualification,Total undergraduate,1430
10014001,University of Suffolk,All,All,Level of qualification,Total postgraduate,140
10014001,University of Suffolk,England,All,Level of qualification,Other postgraduate research,0
10014001,University of Suffolk,England,All,Level of qualification,Postgraduate certificate in education,0
10014001,University of Suffolk,England,All,Level of qualification,Other postgraduate taught,60
10014001,University of Suffolk,England,All,Level of qualification,First degree,860
10014001,University of Suffolk,England,All,Level of qualification,Foundation degree,280
10014001,University of Suffolk,England,All,Level of qualification,HNC/HND,85
10014001,University of Suffolk,England,All,Level of qualification,Masters taught,80
10014001,University of Suffolk,England,All,Level of qualification,Doctorate research,0
10014001,University of Suffolk,England,All,Level of qualification,Professional graduate certificate in education,35
10014001,University of Suffolk,England,All,Level of qualification,Other undergraduate,175
10014001,University of Suffolk,England,All,Level of qualification,Total,1570
10014001,University of Suffolk,England,All,First degree classification,First class honours,165
10014001,University of Suffolk,England,All,First degree classification,Upper second class honours,405
10014001,University of Suffolk,England,All,First degree classification,Lower second class honours,255
10014001,University of Suffolk,England,All,First degree classification,Third class honours/Pass,35
10014001,University of Suffolk,England,All,First degree classification,Unclassified,0
10014001,University of Suffolk,England,All,First degree classification,Classification not applicable,715
10014001,University of Suffolk,England,All,Level of qualification,Total undergraduate,1430
10014001,University of Suffolk,England,All,Level of qualification,Total postgraduate,140
10007159,The University of Sunderland,England,North East,Level of qualification,Other postgraduate research,0
10007159,The University of Sunderland,England,North East,Level of qualification,Postgraduate certificate in education,120
10007159,The University of Sunderland,England,North East,Level of qualification,Other postgraduate taught,405
10007159,The University of Sunderland,England,North East,Level of qualification,First degree,2965
10007159,The University of Sunderland,England,North East,Level of qualification,Foundation degree,275
10007159,The University of Sunderland,England,North East,Level of qualification,HNC/HND,0
10007159,The University of Sunderland,England,North East,Level of qualification,Masters taught,600
10007159,The University of Sunderland,England,North East,Level of qualification,Doctorate research,40
10007159,The University of Sunderland,England,North East,Level of qualification,Professional graduate certificate in education,150
10007159,The University of Sunderland,England,North East,Level of qualification,Other undergraduate,520
10007159,The University of Sunderland,England,North East,Level of qualification,Total,5075
10007159,The University of Sunderland,England,North East,First degree classification,First class honours,530
10007159,The University of Sunderland,England,North East,First degree classification,Upper second class honours,1330
10007159,The University of Sunderland,England,North East,First degree classification,Lower second class honours,790
10007159,The University of Sunderland,England,North East,First degree classification,Third class honours/Pass,140
10007159,The University of Sunderland,England,North East,First degree classification,Unclassified,170
10007159,The University of Sunderland,England,North East,First degree classification,Classification not applicable,2110
10007159,The University of Sunderland,England,North East,Level of qualification,Total undergraduate,3910
10007159,The University of Sunderland,England,North East,Level of qualification,Total postgraduate,1165
10007159,The University of Sunderland,All,All,Level of qualification,Other postgraduate research,0
10007159,The University of Sunderland,All,All,Level of qualification,Postgraduate certificate in education,120
10007159,The University of Sunderland,All,All,Level of qualification,Other postgraduate taught,405
10007159,The University of Sunderland,All,All,Level of qualification,First degree,2965
10007159,The University of Sunderland,All,All,Level of qualification,Foundation degree,275
10007159,The University of Sunderland,All,All,Level of qualification,HNC/HND,0
10007159,The University of Sunderland,All,All,Level of qualification,Masters taught,600
10007159,The University of Sunderland,All,All,Level of qualification,Doctorate research,40
10007159,The University of Sunderland,All,All,Level of qualification,Professional graduate certificate in education,150
10007159,The University of Sunderland,All,All,Level of qualification,Other undergraduate,520
10007159,The University of Sunderland,All,All,Level of qualification,Total,5075
10007159,The University of Sunderland,All,All,First degree classification,First class honours,530
10007159,The University of Sunderland,All,All,First degree classification,Upper second class honours,1330
10007159,The University of Sunderland,All,All,First degree classification,Lower second class honours,790
10007159,The University of Sunderland,All,All,First degree classification,Third class honours/Pass,140
10007159,The University of Sunderland,All,All,First degree classification,Unclassified,170
10007159,The University of Sunderland,All,All,First degree classification,Classification not applicable,2110
10007159,The University of Sunderland,All,All,Level of qualification,Total undergraduate,3910
10007159,The University of Sunderland,All,All,Level of qualification,Total postgraduate,1165
10007159,The University of Sunderland,England,All,Level of qualification,Other postgraduate research,0
10007159,The University of Sunderland,England,All,Level of qualification,Postgraduate certificate in education,120
10007159,The University of Sunderland,England,All,Level of qualification,Other postgraduate taught,405
10007159,The University of Sunderland,England,All,Level of qualification,First degree,2965
10007159,The University of Sunderland,England,All,Level of qualification,Foundation degree,275
10007159,The University of Sunderland,England,All,Level of qualification,HNC/HND,0
10007159,The University of Sunderland,England,All,Level of qualification,Masters taught,600
10007159,The University of Sunderland,England,All,Level of qualification,Doctorate research,40
10007159,The University of Sunderland,England,All,Level of qualification,Professional graduate certificate in education,150
10007159,The University of Sunderland,England,All,Level of qualification,Other undergraduate,520
10007159,The University of Sunderland,England,All,Level of qualification,Total,5075
10007159,The University of Sunderland,England,All,First degree classification,First class honours,530
10007159,The University of Sunderland,England,All,First degree classification,Upper second class honours,1330
10007159,The University of Sunderland,England,All,First degree classification,Lower second class honours,790
10007159,The University of Sunderland,England,All,First degree classification,Third class honours/Pass,140
10007159,The University of Sunderland,England,All,First degree classification,Unclassified,170
10007159,The University of Sunderland,England,All,First degree classification,Classification not applicable,2110
10007159,The University of Sunderland,England,All,Level of qualification,Total undergraduate,3910
10007159,The University of Sunderland,England,All,Level of qualification,Total postgraduate,1165
10007160,The University of Surrey,England,South East,Level of qualification,Other postgraduate research,0
10007160,The University of Surrey,England,South East,Level of qualification,Postgraduate certificate in education,0
10007160,The University of Surrey,England,South East,Level of qualification,Other postgraduate taught,380
10007160,The University of Surrey,England,South East,Level of qualification,First degree,2690
10007160,The University of Surrey,England,South East,Level of qualification,Foundation degree,25
10007160,The University of Surrey,England,South East,Level of qualification,HNC/HND,0
10007160,The University of Surrey,England,South East,Level of qualification,Masters taught,1715
10007160,The University of Surrey,England,South East,Level of qualification,Doctorate research,245
10007160,The University of Surrey,England,South East,Level of qualification,Professional graduate certificate in education,0
10007160,The University of Surrey,England,South East,Level of qualification,Other undergraduate,1965
10007160,The University of Surrey,England,South East,Level of qualification,Total,7025
10007160,The University of Surrey,England,South East,First degree classification,First class honours,1195
10007160,The University of Surrey,England,South East,First degree classification,Upper second class honours,1100
10007160,The University of Surrey,England,South East,First degree classification,Lower second class honours,330
10007160,The University of Surrey,England,South East,First degree classification,Third class honours/Pass,65
10007160,The University of Surrey,England,South East,First degree classification,Unclassified,0
10007160,The University of Surrey,England,South East,First degree classification,Classification not applicable,4335
10007160,The University of Surrey,England,South East,Level of qualification,Total undergraduate,4685
10007160,The University of Surrey,England,South East,Level of qualification,Total postgraduate,2345
10007160,The University of Surrey,All,All,Level of qualification,Other postgraduate research,0
10007160,The University of Surrey,All,All,Level of qualification,Postgraduate certificate in education,0
10007160,The University of Surrey,All,All,Level of qualification,Other postgraduate taught,380
10007160,The University of Surrey,All,All,Level of qualification,First degree,2690
10007160,The University of Surrey,All,All,Level of qualification,Foundation degree,25
10007160,The University of Surrey,All,All,Level of qualification,HNC/HND,0
10007160,The University of Surrey,All,All,Level of qualification,Masters taught,1715
10007160,The University of Surrey,All,All,Level of qualification,Doctorate research,245
10007160,The University of Surrey,All,All,Level of qualification,Professional graduate certificate in education,0
10007160,The University of Surrey,All,All,Level of qualification,Other undergraduate,1965
10007160,The University of Surrey,All,All,Level of qualification,Total,7025
10007160,The University of Surrey,All,All,First degree classification,First class honours,1195
10007160,The University of Surrey,All,All,First degree classification,Upper second class honours,1100
10007160,The University of Surrey,All,All,First degree classification,Lower second class honours,330
10007160,The University of Surrey,All,All,First degree classification,Third class honours/Pass,65
10007160,The University of Surrey,All,All,First degree classification,Unclassified,0
10007160,The University of Surrey,All,All,First degree classification,Classification not applicable,4335
10007160,The University of Surrey,All,All,Level of qualification,Total undergraduate,4685
10007160,The University of Surrey,All,All,Level of qualification,Total postgraduate,2345
10007160,The University of Surrey,England,All,Level of qualification,Other postgraduate research,0
10007160,The University of Surrey,England,All,Level of qualification,Postgraduate certificate in education,0
10007160,The University of Surrey,England,All,Level of qualification,Other postgraduate taught,380
10007160,The University of Surrey,England,All,Level of qualification,First degree,2690
10007160,The University of Surrey,England,All,Level of qualification,Foundation degree,25
10007160,The University of Surrey,England,All,Level of qualification,HNC/HND,0
10007160,The University of Surrey,England,All,Level of qualification,Masters taught,1715
10007160,The University of Surrey,England,All,Level of qualification,Doctorate research,245
10007160,The University of Surrey,England,All,Level of qualification,Professional graduate certificate in education,0
10007160,The University of Surrey,England,All,Level of qualification,Other undergraduate,1965
10007160,The University of Surrey,England,All,Level of qualification,Total,7025
10007160,The University of Surrey,England,All,First degree classification,First class honours,1195
10007160,The University of Surrey,England,All,First degree classification,Upper second class honours,1100
10007160,The University of Surrey,England,All,First degree classification,Lower second class honours,330
10007160,The University of Surrey,England,All,First degree classification,Third class honours/Pass,65
10007160,The University of Surrey,England,All,First degree classification,Unclassified,0
10007160,The University of Surrey,England,All,First degree classification,Classification not applicable,4335
10007160,The University of Surrey,England,All,Level of qualification,Total undergraduate,4685
10007160,The University of Surrey,England,All,Level of qualification,Total postgraduate,2345
10007806,The University of Sussex,England,South East,Level of qualification,Other postgraduate research,10
10007806,The University of Sussex,England,South East,Level of qualification,Postgraduate certificate in education,285
10007806,The University of Sussex,England,South East,Level of qualification,Other postgraduate taught,180
10007806,The University of Sussex,England,South East,Level of qualification,First degree,2995
10007806,The University of Sussex,England,South East,Level of qualification,Foundation degree,0
10007806,The University of Sussex,England,South East,Level of qualification,HNC/HND,0
10007806,The University of Sussex,England,South East,Level of qualification,Masters taught,2155
10007806,The University of Sussex,England,South East,Level of qualification,Doctorate research,270
10007806,The University of Sussex,England,South East,Level of qualification,Professional graduate certificate in education,0
10007806,The University of Sussex,England,South East,Level of qualification,Other undergraduate,130
10007806,The University of Sussex,England,South East,Level of qualification,Total,6025
10007806,The University of Sussex,England,South East,First degree classification,First class honours,710
10007806,The University of Sussex,England,South East,First degree classification,Upper second class honours,1485
10007806,The University of Sussex,England,South East,First degree classification,Lower second class honours,600
10007806,The University of Sussex,England,South East,First degree classification,Third class honours/Pass,100
10007806,The University of Sussex,England,South East,First degree classification,Unclassified,100
10007806,The University of Sussex,England,South East,First degree classification,Classification not applicable,3030
10007806,The University of Sussex,England,South East,Level of qualification,Total undergraduate,3125
10007806,The University of Sussex,England,South East,Level of qualification,Total postgraduate,2900
10007806,The University of Sussex,All,All,Level of qualification,Other postgraduate research,10
10007806,The University of Sussex,All,All,Level of qualification,Postgraduate certificate in education,285
10007806,The University of Sussex,All,All,Level of qualification,Other postgraduate taught,180
10007806,The University of Sussex,All,All,Level of qualification,First degree,2995
10007806,The University of Sussex,All,All,Level of qualification,Foundation degree,0
10007806,The University of Sussex,All,All,Level of qualification,HNC/HND,0
10007806,The University of Sussex,All,All,Level of qualification,Masters taught,2155
10007806,The University of Sussex,All,All,Level of qualification,Doctorate research,270
10007806,The University of Sussex,All,All,Level of qualification,Professional graduate certificate in education,0
10007806,The University of Sussex,All,All,Level of qualification,Other undergraduate,130
10007806,The University of Sussex,All,All,Level of qualification,Total,6025
10007806,The University of Sussex,All,All,First degree classification,First class honours,710
10007806,The University of Sussex,All,All,First degree classification,Upper second class honours,1485
10007806,The University of Sussex,All,All,First degree classification,Lower second class honours,600
10007806,The University of Sussex,All,All,First degree classification,Third class honours/Pass,100
10007806,The University of Sussex,All,All,First degree classification,Unclassified,100
10007806,The University of Sussex,All,All,First degree classification,Classification not applicable,3030
10007806,The University of Sussex,All,All,Level of qualification,Total undergraduate,3125
10007806,The University of Sussex,All,All,Level of qualification,Total postgraduate,2900
10007806,The University of Sussex,England,All,Level of qualification,Other postgraduate research,10
10007806,The University of Sussex,England,All,Level of qualification,Postgraduate certificate in education,285
10007806,The University of Sussex,England,All,Level of qualification,Other postgraduate taught,180
10007806,The University of Sussex,England,All,Level of qualification,First degree,2995
10007806,The University of Sussex,England,All,Level of qualification,Foundation degree,0
10007806,The University of Sussex,England,All,Level of qualification,HNC/HND,0
10007806,The University of Sussex,England,All,Level of qualification,Masters taught,2155
10007806,The University of Sussex,England,All,Level of qualification,Doctorate research,270
10007806,The University of Sussex,England,All,Level of qualification,Professional graduate certificate in education,0
10007806,The University of Sussex,England,All,Level of qualification,Other undergraduate,130
10007806,The University of Sussex,England,All,Level of qualification,Total,6025
